index,Country,2010,2011,2012,2013,2014,2015,2016,2017,Country_Code
214,Venezuela (Bolivarian Republic of),0.57,0.588,0.589,0.597,0.601,0.604,0.627,0.6459999999999999,VEN
215,Viet Nam,0.483,0.499,0.504,0.503,0.503,0.51,0.511,0.516,VNM
216,Yemen,0.163,0.172,0.175,0.184,0.18100000000000002,0.18100000000000002,0.188,0.188,YEM
217,Zambia,0.42,0.429,0.436,0.43799999999999994,0.452,0.452,0.45399999999999996,0.45399999999999996,ZMB
218,Zimbabwe,0.418,0.41100000000000003,0.451,0.452,0.461,0.461,0.46399999999999997,0.46399999999999997,ZWE
219,Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATG
220,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRN
221,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DMA
222,Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERI
223,Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRD
224,Korea (Democratic People's Rep. of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRK
225,Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LBY
226,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIE
227,Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MHL
228,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MCO
229,Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NRU
230,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OMN
231,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNA
232,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCT
233,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMR
234,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SYC
235,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOM
236,Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
237,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
0,Afghanistan,0.0,0.0,0.0,31.4,31.4,31.9,29.6,29.6,AFG
1,Albania,12.7,13.9,13.9,13.4,13.4,13.5,12.3,10.0,ALB
2,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,DZA
3,Angola,39.9,0.0,43.9,44.0,37.0,37.0,32.4,32.4,AGO
4,Argentina,19.8,19.6,19.6,15.8,15.0,15.6,14.5,14.3,ARG
5,Armenia,10.9,10.8,11.0,10.4,10.2,9.3,8.7,10.0,ARM
6,Armenia,10.9,10.8,11.0,10.4,10.2,9.3,8.7,10.0,ARM
7,Armenia,10.9,10.8,11.0,10.4,10.2,9.3,8.7,10.0,ARM
8,Armenia,10.9,10.8,11.0,10.4,10.2,9.3,8.7,10.0,ARM
9,Australia,7.9,7.9,7.9,7.8,8.2,8.2,8.6,8.2,AUS
10,Austria,7.5,7.4,6.6,7.2,7.7,8.7,7.6,8.0,AUT
11,Azerbaijan,13.8,11.4,11.4,11.8,13.2,13.2,10.2,10.0,AZE
12,Azerbaijan,13.8,11.4,11.4,11.8,13.2,13.2,10.2,10.0,AZE
13,Azerbaijan,13.8,11.4,11.4,11.8,13.2,13.2,10.2,10.0,AZE
14,Azerbaijan,13.8,11.4,11.4,11.8,13.2,13.2,10.2,10.0,AZE
15,Bahamas,14.4,14.8,0.0,14.3,0.0,0.0,0.0,0.0,BHS
16,Bangladesh,29.4,27.4,27.4,29.1,29.4,28.9,28.1,24.1,BGD
17,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,BRB
18,Belarus,9.3,8.3,8.3,7.6,7.1,6.4,6.5,6.5,BLR
19,Belgium,8.4,7.6,8.0,8.5,7.9,8.3,8.9,8.7,BEL
20,Belize,28.7,0.0,0.0,0.0,22.7,22.7,22.3,22.3,BLZ
21,Benin,35.2,35.8,35.8,34.6,37.4,37.4,36.7,36.6,BEN
22,Bhutan,0.0,0.0,20.0,20.4,29.8,29.4,28.6,27.2,BTN
23,Bolivia (Plurinational State of),38.1,34.1,34.2,29.6,28.6,29.0,26.6,25.8,BOL
24,Bosnia and Herzegovina,20.4,11.6,11.5,10.6,13.3,13.3,13.0,15.5,BIH
25,Botswana,0.0,0.0,0.0,38.2,38.2,38.0,37.4,0.0,BWA
26,Brazil,27.1,27.8,27.2,27.1,26.3,25.6,24.5,23.9,BRA
27,Bulgaria,11.3,11.4,9.9,11.0,10.6,10.7,12.1,12.7,BGR
28,Burkina Faso,36.2,35.1,34.2,35.0,35.0,33.6,30.8,32.1,BFA
29,Burundi,37.0,0.0,0.0,33.9,32.6,31.6,30.5,33.3,BDI
30,Cabo Verde,0.0,0.0,0.0,19.7,19.7,20.1,21.7,0.0,CPV
31,Cambodia,28.8,27.2,25.9,24.7,24.7,22.5,19.4,19.4,KHM
32,Cameroon,34.0,33.4,33.4,32.8,32.8,32.8,30.7,34.2,CMR
33,Canada,8.6,8.6,8.6,7.6,8.9,8.9,8.2,8.0,CAN
34,Central African Republic,42.0,40.6,40.6,40.4,43.5,43.5,42.1,42.1,CAF
35,Chad,39.3,40.1,40.1,37.8,39.9,40.0,38.3,38.3,TCD
36,Chile,19.0,19.0,19.0,19.6,19.3,18.2,16.6,15.7,CHL
37,China,23.0,22.3,22.3,0.0,0.0,0.0,0.0,14.5,CHN
38,Colombia,28.6,32.5,27.8,26.7,24.7,24.6,23.4,23.6,COL
39,Comoros,43.9,0.0,0.0,0.0,46.7,45.8,45.3,45.3,COM
40,Congo,31.8,31.1,31.1,30.7,26.6,24.8,22.6,22.6,COG
41,Congo,31.8,31.1,31.1,30.7,26.6,24.8,22.6,22.6,COD
42,Congo,31.8,31.1,31.1,30.7,26.6,24.8,22.6,22.6,COD
43,Congo (Democratic Republic of the),36.2,39.9,39.9,37.6,36.2,31.9,30.8,30.4,COD
44,Congo (Democratic Republic of the),36.2,39.9,39.9,37.6,36.2,31.9,30.8,30.4,COD
45,Costa Rica,20.6,20.5,21.6,19.9,19.9,19.1,18.7,18.0,CRI
46,Croatia,15.3,15.1,15.1,11.2,9.1,9.1,9.1,9.0,HRV
47,Cyprus,11.7,10.1,11.5,11.0,10.7,10.9,13.4,11.5,CYP
48,Cyprus,11.7,10.1,11.5,11.0,10.7,10.9,13.4,11.5,CYP
49,Cyprus,11.7,10.1,11.5,11.0,10.7,10.9,13.4,11.5,CYP
50,Cyprus,11.7,10.1,11.5,11.0,10.7,10.9,13.4,11.5,CYP
51,Czechia,6.0,5.0,5.4,5.6,5.5,5.4,5.5,5.3,CZE
52,C么te d'Ivoire,36.1,38.6,38.6,38.3,38.0,37.8,36.0,36.9,CIV
53,Denmark,6.4,6.0,6.2,6.9,7.3,7.2,7.8,7.5,DNK
54,Djibouti,37.3,35.9,36.0,34.6,34.6,34.6,34.0,35.8,DJI
55,Dominican Republic,24.8,25.9,27.3,23.6,23.6,21.8,22.2,21.0,DOM
56,Dominican Republic,24.8,25.9,27.3,23.6,23.6,21.8,22.2,21.0,DOM
57,Dominican Republic,24.8,25.9,27.3,23.6,23.6,21.8,22.2,21.0,DOM
58,Ecuador,20.2,25.7,25.7,22.8,22.1,20.5,20.5,19.8,ECU
59,Egypt,27.5,24.1,24.1,24.0,24.0,29.0,29.2,29.2,EGY
60,El Salvador,27.6,26.6,26.6,26.7,26.7,22.2,22.7,22.3,SLV
61,Estonia,9.8,7.9,9.0,8.7,9.1,8.9,9.8,8.8,EST
62,Eswatini (Kingdom of),35.7,35.4,35.4,33.3,33.3,33.3,29.7,29.7,SWZ
63,Ethiopia,34.3,31.9,31.9,29.4,29.4,26.3,24.4,28.4,GNB
64,Ethiopia,34.3,31.9,31.9,29.4,29.4,26.3,24.4,28.4,GNB
65,Ethiopia,34.3,31.9,31.9,29.4,29.4,26.3,24.4,28.4,GNB
66,Fiji,0.0,0.0,0.0,15.3,15.3,15.3,0.0,0.0,HKG
67,Fiji,0.0,0.0,0.0,15.3,15.3,15.3,0.0,0.0,HKG
68,Finland,7.5,5.6,5.9,5.5,5.5,5.8,8.8,5.6,IRN
69,Finland,7.5,5.6,5.9,5.5,5.5,5.8,8.8,5.6,IRN
70,France,9.2,9.2,9.0,9.0,8.7,9.4,12.5,10.3,IRQ
71,France,9.2,9.2,9.0,9.0,8.7,9.4,12.5,10.3,IRQ
72,France,9.2,9.2,9.0,9.0,8.7,9.4,12.5,10.3,IRQ
73,Gabon,21.1,19.5,19.5,24.0,24.0,23.9,22.3,22.3,GAB
74,Gambia,39.0,0.0,0.0,0.0,0.0,0.0,37.1,37.2,GMB
75,Georgia,17.0,14.1,15.3,14.5,13.6,12.7,12.0,12.6,GEO
76,Georgia,17.0,14.1,15.3,14.5,13.6,12.7,12.0,12.6,GEO
77,Georgia,17.0,14.1,15.3,14.5,13.6,12.7,12.0,12.6,GEO
78,Georgia,17.0,14.1,15.3,14.5,13.6,12.7,12.0,12.6,GEO
79,Germany,8.0,6.9,6.9,7.1,6.9,7.2,8.6,8.1,DEU
80,Ghana,25.3,32.2,32.2,31.3,33.1,32.5,28.9,28.9,GHA
81,Greece,10.2,12.2,11.6,10.6,12.3,12.4,13.2,13.5,GRC
82,Guatemala,33.6,31.6,33.1,32.8,29.4,29.6,28.8,28.2,GTM
83,Guinea,38.4,38.8,38.8,38.0,36.5,34.8,33.4,33.4,GIN
84,Guinea,38.4,38.8,38.8,38.0,36.5,34.8,33.4,33.4,GNB
85,Guinea,38.4,38.8,38.8,38.0,36.5,34.8,33.4,33.4,GNB
86,Guinea,38.4,38.8,38.8,38.0,36.5,34.8,33.4,33.4,GNB
87,Guinea-Bissau,42.4,41.4,41.4,39.6,39.6,39.3,39.4,39.4,GNB
88,Guinea-Bissau,42.4,41.4,41.4,39.6,39.6,39.3,39.4,39.4,GNB
89,Guinea-Bissau,42.4,41.4,41.4,39.6,39.6,39.3,39.4,39.4,GNB
90,Guyana,18.6,22.3,19.1,18.2,18.2,18.7,18.7,18.6,GUY
91,Haiti,40.8,40.2,40.2,39.5,38.8,39.6,39.0,39.0,HTI
92,Honduras,30.6,31.7,27.5,32.3,32.0,29.2,26.2,25.6,HND
93,"Hong Kong, China (SAR)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0
94,Hungary,8.6,7.0,7.4,7.4,7.2,7.8,7.9,7.8,HUN
95,Iceland,6.6,5.9,6.4,5.7,5.9,5.8,6.0,6.0,ISL
96,India,29.7,28.3,29.3,28.6,28.6,27.1,27.8,26.8,IND
97,Indonesia,17.7,18.3,18.3,19.2,18.2,18.2,17.6,18.8,IDN
98,Iran (Islamic Republic of),0.0,0.0,0.0,33.6,33.6,33.1,0.0,11.4,IRN
99,Iran (Islamic Republic of),0.0,0.0,0.0,33.6,33.6,33.1,0.0,11.4,IRN
100,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
101,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
102,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
103,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
104,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
105,Iraq,0.0,0.0,0.0,21.4,21.7,22.3,21.3,20.4,IRQ
106,Ireland,9.2,7.2,7.2,7.5,8.6,7.9,9.0,9.0,IRL
107,Israel,12.5,12.3,12.3,10.7,13.4,13.5,13.3,12.8,ISR
108,Italy,12.0,10.9,11.9,11.9,11.5,11.5,12.7,12.3,ITA
109,Jamaica,16.6,16.2,19.1,19.0,17.5,16.6,17.0,17.0,JAM
110,Japan,0.0,0.0,0.0,12.4,12.4,12.4,12.3,3.6,JPN
111,Jordan,19.2,19.0,19.0,18.6,16.5,16.5,16.1,16.1,JOR
112,Kazakhstan,13.5,11.9,13.6,11.9,11.9,10.1,7.9,7.9,KAZ
113,Kazakhstan,13.5,11.9,13.6,11.9,11.9,10.1,7.9,7.9,KAZ
114,Kazakhstan,13.5,11.9,13.6,11.9,11.9,10.1,7.9,7.9,KAZ
115,Kazakhstan,13.5,11.9,13.6,11.9,11.9,10.1,7.9,7.9,KAZ
116,Kenya,31.8,33.6,33.6,32.8,31.3,29.5,26.4,26.4,KEN
117,Kiribati,0.0,0.0,0.0,31.5,31.5,33.1,32.6,0.0,KIR
118,Korea (Republic of),16.7,16.5,16.5,17.4,16.4,16.4,14.3,14.3,KOR
119,Kyrgyzstan,15.1,14.5,17.1,17.2,14.5,12.3,9.8,9.8,KGZ
120,Lao People's Democratic Republic,24.8,22.8,24.7,24.5,25.6,27.1,26.1,26.1,LAO
121,Latvia,11.1,11.0,10.9,10.6,10.8,10.6,10.4,10.4,LVA
122,Lebanon,0.0,22.8,22.8,20.9,20.9,21.0,0.0,0.0,LBN
123,Lesotho,34.0,35.9,35.9,35.6,35.6,35.6,31.0,31.0,LSO
124,Liberia,37.3,35.3,35.3,33.8,34.8,33.4,31.6,31.6,LBR
125,Lithuania,11.5,9.8,11.0,10.6,10.2,10.5,10.6,11.7,LTU
126,Luxembourg,9.0,7.8,7.2,7.6,7.8,8.0,9.9,10.3,LUX
127,Madagascar,29.2,30.7,30.7,30.5,27.0,27.0,25.9,25.9,MDG
128,Malawi,32.1,31.9,31.4,31.9,32.9,31.2,30.4,30.4,MWI
129,Maldives,15.6,25.2,25.2,25.4,24.9,24.6,24.2,23.4,MDV
130,Mali,38.3,0.0,0.0,0.0,35.6,33.7,32.3,34.0,MLI
131,Malta,0.0,0.0,8.2,8.3,8.5,8.1,8.2,8.3,MLT
132,Mauritania,35.2,34.2,34.5,35.3,33.4,32.4,33.0,33.0,MRT
133,Mauritius,0.0,13.3,13.3,14.2,14.2,14.4,14.1,13.5,MUS
134,Mexico,21.0,23.5,23.5,22.9,22.4,22.9,21.8,21.3,MEX
135,Micronesia (Federated States of),38.9,38.6,0.0,0.0,0.0,0.0,0.0,0.0,FSM
136,Moldova (Republic of),13.5,12.2,11.5,12.2,10.8,10.2,10.4,10.4,MDA
137,Mongolia,15.2,13.8,15.9,11.5,12.8,13.0,13.7,13.7,MNG
138,Montenegro,9.9,6.9,7.4,7.2,9.2,8.8,8.5,8.9,MNE
139,Morocco,28.1,29.7,29.7,29.7,29.7,29.5,0.0,0.0,MAR
140,Mozambique,45.3,28.9,32.7,29.5,34.3,33.0,32.7,32.7,MOZ
141,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,MMR
142,Namibia,44.3,43.5,43.5,43.6,43.6,35.2,34.8,34.8,NAM
143,Nepal,31.9,34.3,34.3,28.8,26.8,27.1,26.2,25.6,NPL
144,Netherlands,8.1,7.0,6.9,6.7,6.6,6.9,7.4,7.9,NLD
145,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,NZL
146,Nicaragua,24.6,27.5,27.5,26.4,24.0,25.8,24.0,22.9,NIC
147,Niger,33.9,34.2,34.2,32.4,29.3,28.2,28.1,29.3,NER
148,Nigeria,41.7,39.3,41.4,40.3,37.8,37.8,36.9,34.7,NGA
149,Norway,6.6,5.6,6.4,5.6,5.4,5.4,7.5,8.0,NOR
150,Pakistan,31.5,31.4,30.9,30.1,29.9,30.9,30.3,31.0,PAK
151,"Palestine, State of",0.0,0.0,0.0,11.7,14.9,15.1,14.7,15.0,0
152,Panama,28.3,24.6,24.6,22.1,22.5,22.0,20.8,21.1,PAN
153,Paraguay,24.6,24.0,0.0,24.1,22.1,24.3,22.4,25.5,PRY
154,Peru,30.6,23.2,24.3,23.7,23.4,21.6,20.0,19.2,PER
155,Philippines,18.9,19.9,19.9,18.1,18.1,18.4,17.8,17.9,PHL
156,Poland,10.8,9.7,9.9,9.9,9.8,9.5,9.5,9.0,POL
157,Portugal,11.9,10.2,10.7,10.1,10.3,10.4,13.9,13.6,PRT
158,Romania,12.1,12.6,12.6,10.5,10.4,11.0,11.7,11.7,ROU
159,Russian Federation,11.5,11.3,0.0,12.0,10.5,9.8,9.5,9.5,RUS
160,Russian Federation,11.5,11.3,0.0,12.0,10.5,9.8,9.5,9.5,RUS
161,Russian Federation,11.5,11.3,0.0,12.0,10.5,9.8,9.5,9.5,RUS
162,Russian Federation,11.5,11.3,0.0,12.0,10.5,9.8,9.5,9.5,RUS
163,Rwanda,37.0,35.7,33.9,33.2,31.6,31.9,30.0,30.0,RWA
164,Saint Lucia,0.0,0.0,0.0,0.0,15.9,16.0,15.7,16.7,LCA
165,Sao Tome and Principe,0.0,31.5,31.8,31.2,24.7,24.7,19.8,19.8,STP
166,Senegal,36.2,33.8,33.0,32.9,34.4,33.1,31.9,32.6,SEN
167,Serbia,10.8,9.5,9.5,10.9,10.1,11.2,14.9,15.2,SRB
168,Sierra Leone,39.3,41.7,41.7,44.3,41.6,37.8,36.5,36.5,SLE
169,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,SGP
170,Slovakia,6.7,5.7,6.3,6.3,6.2,6.1,6.9,6.8,SVK
171,Slovenia,6.9,5.3,5.8,5.8,5.9,5.9,5.6,5.6,SVN
172,Solomon Islands,0.0,0.0,0.0,23.8,23.8,23.8,0.0,0.0,SLB
173,South Africa,31.1,0.0,0.0,0.0,35.7,34.7,33.2,33.2,ZAF
174,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,SSD
175,Spain,9.8,8.9,10.1,10.9,11.5,10.5,15.6,15.4,ESP
176,Sri Lanka,17.1,16.2,15.1,14.3,11.6,11.6,11.3,13.8,LKA
177,Sudan,0.0,0.0,0.0,0.0,0.0,0.0,36.2,34.7,SDN
178,Suriname,24.3,23.8,23.0,24.2,24.0,24.0,22.5,22.6,SUR
179,Sweden,6.9,5.9,6.2,6.5,6.7,6.7,7.1,7.4,SWE
180,Switzerland,7.1,7.0,7.0,7.7,7.4,8.6,7.8,7.8,CHE
181,Syrian Arab Republic,20.8,20.4,20.4,21.2,21.2,21.8,21.3,0.0,SYR
182,Tajikistan,19.1,17.6,18.4,19.2,17.5,15.2,14.1,13.6,TJK
183,Tanzania (United Republic of),28.4,28.8,27.4,27.1,27.3,25.4,24.9,24.8,TZA
184,Thailand,21.2,21.3,21.3,20.7,20.7,20.8,16.8,15.7,THA
185,The former Yugoslav Republic of Macedonia,16.7,16.4,14.7,13.6,16.7,16.7,16.4,12.6,0
186,Timor-Leste,33.4,32.9,33.0,30.7,30.7,31.2,30.1,27.7,TLS
187,Togo,32.9,33.5,33.5,32.9,33.4,31.9,31.2,31.7,TGO
188,Trinidad and Tobago,15.5,15.3,15.3,15.2,15.2,15.3,15.0,0.0,TTO
189,Tunisia,25.2,25.2,0.0,0.0,22.0,22.5,22.0,22.0,TUN
190,Turkey,23.6,22.5,22.5,15.8,15.8,15.9,15.4,15.4,TUR
191,Turkey,23.6,22.5,22.5,15.8,15.8,15.9,15.4,15.4,TUR
192,Turkey,23.6,22.5,22.5,15.8,15.8,15.9,15.4,15.4,TUR
193,Turkey,23.6,22.5,22.5,15.8,15.8,15.9,15.4,15.4,TUR
194,Turkmenistan,26.4,0.0,0.0,0.0,0.0,0.0,18.5,18.5,TKM
195,Uganda,32.1,33.6,33.6,30.8,30.2,30.9,29.7,28.3,UGA
196,Ukraine,8.1,9.2,9.2,9.2,7.8,7.2,6.8,6.6,UKR
197,United Kingdom,9.7,8.3,8.3,8.9,8.6,8.0,10.5,9.4,GBR
198,United States,11.4,15.3,12.4,17.4,17.0,13.5,13.3,13.8,USA
199,Uruguay,16.1,16.4,16.4,16.1,14.5,15.7,14.7,14.3,URY
200,Uzbekistan,15.7,15.1,15.8,15.8,15.8,15.8,13.2,0.0,UZB
201,Vanuatu,0.0,0.0,0.0,0.0,17.1,17.2,16.7,17.1,VUT
202,Venezuela (Bolivarian Republic of),21.2,26.6,26.6,19.7,19.7,19.4,18.2,16.5,VEN
203,Viet Nam,16.4,14.0,14.0,14.9,17.5,17.8,17.3,17.3,VNM
204,Yemen,34.2,32.3,32.3,32.8,34.0,33.7,31.5,31.9,YEM
205,Zambia,31.5,29.5,36.7,35.0,34.4,35.6,34.1,34.1,ZMB
206,Zimbabwe,29.9,28.7,28.5,27.2,27.1,28.5,23.6,23.6,ZWE
207,Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AND
208,Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATG
209,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BHR
210,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRN
211,Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUB
212,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DMA
213,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GNQ
214,Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERI
215,Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRD
216,Korea (Democratic People's Rep. of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRK
217,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KWT
218,Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LBY
219,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIE
220,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MYS
221,Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MHL
222,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MCO
223,Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NRU
224,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OMN
225,Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLW
226,Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNG
227,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QAT
228,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNA
229,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCT
230,Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WSM
231,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMR
232,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAU
233,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SYC
234,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOM
235,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TON
236,Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
237,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
